ESIID,USAGE_DATE,REVISION_DATE,USAGE_START_TIME,USAGE_END_TIME,USAGE_KWH,ESTIMATED_ACTUAL,CONSUMPTION_SURPLUSGENERATION
'10443720007382518,03/04/2022,03/05/2022 06:16:00,03:00,03:15,.103,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,03:15,03:30,.103,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,03:30,03:45,.102,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,03:45,04:00,.092,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,04:00,04:15,.094,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,04:15,04:30,.102,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,04:30,04:45,.103,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,04:45,05:00,.103,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,05:00,05:15,.091,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,05:15,05:30,.094,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,05:30,05:45,.102,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,05:45,06:00,.102,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,06:00,06:15,.103,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,06:15,06:30,.112,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,06:30,06:45,.115,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,06:45,07:00,.097,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,07:00,07:15,.108,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,07:15,07:30,.107,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,07:30,07:45,.106,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,07:45,08:00,.098,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,08:00,08:15,.09,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,08:15,08:30,.103,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,08:30,08:45,.102,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,08:45,09:00,.103,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,09:00,09:15,.096,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,09:15,09:30,.09,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,09:30,09:45,.102,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,09:45,10:00,.102,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,10:00,10:15,.103,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,10:15,10:30,.095,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,10:30,10:45,.09,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,10:45,11:00,.103,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,11:00,11:15,.102,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,11:15,11:30,.103,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,11:30,11:45,.092,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,11:45,12:00,.092,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,12:00,12:15,.102,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,12:15,12:30,.103,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,12:30,12:45,.102,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,12:45,13:00,.091,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,13:00,13:15,.095,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,13:15,13:30,.102,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,13:30,13:45,.103,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,13:45,14:00,.1,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,14:00,14:15,.09,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,14:15,14:30,.098,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,14:30,14:45,.102,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,14:45,15:00,.103,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,15:00,15:15,.097,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,15:15,15:30,.09,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,15:30,15:45,.101,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,15:45,16:00,.15,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,16:00,16:15,.145,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,16:15,16:30,.1,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,16:30,16:45,.11,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,16:45,17:00,.107,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,17:00,17:15,.107,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,17:15,17:30,.107,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,17:30,17:45,.107,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,17:45,18:00,.098,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,18:00,18:15,.09,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,18:15,18:30,.104,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,18:30,18:45,.103,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,18:45,19:00,.103,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,19:00,19:15,.1,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,19:15,19:30,.091,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,19:30,19:45,.1,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,19:45,20:00,.103,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,20:00,20:15,.103,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,20:15,20:30,.101,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,20:30,20:45,.09,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,20:45,21:00,.098,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,21:00,21:15,.103,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,21:15,21:30,.103,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,21:30,21:45,.102,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,21:45,22:00,.09,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,22:00,22:15,.097,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,22:15,22:30,.103,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,22:30,22:45,.103,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,22:45,23:00,.102,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,23:00,23:15,.09,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,23:15,23:30,.098,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,23:30,23:45,.102,A,Consumption
'10443720007382518,03/04/2022,03/05/2022 06:16:00,23:45,00:00,.103,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,00:00,00:15,.102,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,00:15,00:30,.103,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,00:30,00:45,.106,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,00:45,01:00,.103,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,01:00,01:15,.108,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,01:15,01:30,.107,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,01:30,01:45,.103,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,01:45,02:00,.091,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,02:00,02:15,.1,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,02:15,02:30,.103,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,02:30,02:45,.103,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,02:45,03:00,.101,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,03:00,03:15,.091,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,03:15,03:30,.098,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,03:30,03:45,.102,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,03:45,04:00,.104,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,04:00,04:15,.1,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,04:15,04:30,.091,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,04:30,04:45,.098,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,04:45,05:00,.103,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,05:00,05:15,.103,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,05:15,05:30,.098,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,05:30,05:45,.091,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,05:45,06:00,.1,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,06:00,06:15,.103,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,06:15,06:30,.103,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,06:30,06:45,.097,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,06:45,07:00,.091,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,07:00,07:15,.101,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,07:15,07:30,.103,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,07:30,07:45,.103,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,07:45,08:00,.096,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,08:00,08:15,.09,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,08:15,08:30,.103,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,08:30,08:45,.102,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,08:45,09:00,.103,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,09:00,09:15,.095,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,09:15,09:30,.091,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,09:30,09:45,.103,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,09:45,10:00,.184,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,10:00,10:15,.108,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,10:15,10:30,.106,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,10:30,10:45,.109,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,10:45,11:00,.108,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,11:00,11:15,.107,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,11:15,11:30,.107,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,11:30,11:45,.106,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,11:45,12:00,.096,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,12:00,12:15,.094,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,12:15,12:30,.103,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,12:30,12:45,.103,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,12:45,13:00,.104,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,13:00,13:15,.097,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,13:15,13:30,.091,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,13:30,13:45,.101,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,13:45,14:00,.103,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,14:00,14:15,.104,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,14:15,14:30,.103,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,14:30,14:45,.091,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,14:45,15:00,.098,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,15:00,15:15,.104,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,15:15,15:30,.104,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,15:30,15:45,.104,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,15:45,16:00,.094,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,16:00,16:15,.095,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,16:15,16:30,.106,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,16:30,16:45,.104,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,16:45,17:00,.1,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,17:00,17:15,.102,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,17:15,17:30,.113,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,17:30,17:45,.119,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,17:45,18:00,.119,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,18:00,18:15,.118,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,18:15,18:30,.112,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,18:30,18:45,.11,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,18:45,19:00,.11,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,19:00,19:15,.104,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,19:15,19:30,.124,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,19:30,19:45,.1,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,19:45,20:00,.106,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,20:00,20:15,.12,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,20:15,20:30,.113,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,20:30,20:45,.106,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,20:45,21:00,.107,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,21:00,21:15,.104,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,21:15,21:30,.107,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,21:30,21:45,.104,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,21:45,22:00,.106,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,22:00,22:15,.106,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,22:15,22:30,.106,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,22:30,22:45,.104,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,22:45,23:00,.107,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,23:00,23:15,.104,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,23:15,23:30,.106,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,23:30,23:45,.106,A,Consumption
'10443720007382518,03/05/2022,03/06/2022 06:50:58,23:45,00:00,.106,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,00:00,00:15,.104,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,00:15,00:30,.106,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,00:30,00:45,.106,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,00:45,01:00,.107,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,01:00,01:15,.103,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,01:15,01:30,.109,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,01:30,01:45,.098,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,01:45,02:00,.104,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,02:00,02:15,.108,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,02:15,02:30,.103,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,02:30,02:45,.107,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,02:45,03:00,.104,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,03:00,03:15,.108,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,03:15,03:30,.103,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,03:30,03:45,.109,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,03:45,04:00,.102,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,04:00,04:15,.109,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,04:15,04:30,.102,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,04:30,04:45,.107,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,04:45,05:00,.104,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,05:00,05:15,.106,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,05:15,05:30,.104,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,05:30,05:45,.106,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,05:45,06:00,.106,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,06:00,06:15,.106,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,06:15,06:30,.106,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,06:30,06:45,.106,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,06:45,07:00,.106,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,07:00,07:15,.106,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,07:15,07:30,.104,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,07:30,07:45,.106,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,07:45,08:00,.106,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,08:00,08:15,.106,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,08:15,08:30,.106,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,08:30,08:45,.104,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,08:45,09:00,.106,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,09:00,09:15,.106,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,09:15,09:30,.104,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,09:30,09:45,.106,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,09:45,10:00,.106,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,10:00,10:15,.162,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,10:15,10:30,.125,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,10:30,10:45,.094,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,10:45,11:00,.119,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,11:00,11:15,.115,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,11:15,11:30,.116,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,11:30,11:45,.109,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,11:45,12:00,.106,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,12:00,12:15,.106,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,12:15,12:30,.107,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,12:30,12:45,.106,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,12:45,13:00,.107,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,13:00,13:15,.106,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,13:15,13:30,.106,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,13:30,13:45,.11,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,13:45,14:00,.136,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,14:00,14:15,.109,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,14:15,14:30,.109,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,14:30,14:45,.112,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,14:45,15:00,.106,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,15:00,15:15,.109,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,15:15,15:30,.12,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,15:30,15:45,.109,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,15:45,16:00,.113,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,16:00,16:15,.115,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,16:15,16:30,.119,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,16:30,16:45,.119,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,16:45,17:00,.114,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,17:00,17:15,.112,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,17:15,17:30,.11,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,17:30,17:45,.122,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,17:45,18:00,.114,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,18:00,18:15,.094,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,18:15,18:30,.116,A,Consumption
'10443720007382518,03/06/2022,03/07/2022 06:15:27,18:30,18:45,.122,A,Consumption
